Nombre de imagen,PID,Nombre de sesi�n,N�m. de sesi�n,Uso de memoria,Estado,Nombre de usuario,Tiempo de CPU,T�tulo de ventana
GamingIntelligence.exe,12364,Console,4,25.708 KB,Running,DESKTOP-5I5ARKU\josga,0:00:06,GDI+ Window (GamingIntelligence.exe)
svchost.exe,20940,Services,0,8.624 KB,Unknown,N/D,0:00:00,N/D
MysticLightController.exe,20308,Console,4,8.036 KB,Running,DESKTOP-5I5ARKU\josga,0:00:01,N/D
taskhostw.exe,16484,Console,4,20.312 KB,Running,DESKTOP-5I5ARKU\josga,0:00:00,Task Host Window
ArmourySocketServer.exe,17356,Console,4,4.344 KB,Running,DESKTOP-5I5ARKU\josga,0:00:00,ArmourySocketServerName
asus_framework.exe,3472,Console,4,18.200 KB,Running,DESKTOP-5I5ARKU\josga,0:00:03,N/D
TeamViewer.exe,1684,Console,4,70.576 KB,Running,DESKTOP-5I5ARKU\josga,0:00:02,N/D
explorer.exe,12844,Console,4,155.332 KB,Running,DESKTOP-5I5ARKU\josga,0:00:31,N/D
WeatherDetector.exe,8580,Console,4,6.180 KB,Running,DESKTOP-5I5ARKU\josga,0:00:00,N/D
tv_w32.exe,2164,Console,4,9.408 KB,Unknown,N/D,0:00:00,N/D
tv_x64.exe,17384,Console,4,9.188 KB,Unknown,N/D,0:00:00,N/D
svchost.exe,2328,Console,4,39.356 KB,Running,DESKTOP-5I5ARKU\josga,0:00:01,OLEChannelWnd
StartMenuExperienceHost.exe,13400,Console,4,86.324 KB,Running,DESKTOP-5I5ARKU\josga,0:00:02,Inicio
RuntimeBroker.exe,12608,Console,4,24.420 KB,Unknown,DESKTOP-5I5ARKU\josga,0:00:01,N/D
SearchApp.exe,20612,Console,4,232.072 KB,Running,DESKTOP-5I5ARKU\josga,0:00:04,B�squeda
RuntimeBroker.exe,11296,Console,4,36.800 KB,Running,DESKTOP-5I5ARKU\josga,0:00:01,N/D
NVIDIA Web Helper.exe,24044,Console,4,9.876 KB,Running,DESKTOP-5I5ARKU\josga,0:00:01,NVIDIA NodeJS Share Window
conhost.exe,1048,Console,4,1.088 KB,Unknown,DESKTOP-5I5ARKU\josga,0:00:00,N/D
ctfmon.exe,21484,Console,4,26.868 KB,Running,DESKTOP-5I5ARKU\josga,0:00:07,N/D
LockApp.exe,26356,Console,4,45.180 KB,Running,DESKTOP-5I5ARKU\josga,0:00:00,Pantalla de bloqueo predeterminada de Windows
RuntimeBroker.exe,6456,Console,4,29.684 KB,Running,DESKTOP-5I5ARKU\josga,0:00:00,N/D
RuntimeBroker.exe,10484,Console,4,19.000 KB,Unknown,DESKTOP-5I5ARKU\josga,0:00:01,N/D
PhoneExperienceHost.exe,2872,Console,4,122.724 KB,Running,DESKTOP-5I5ARKU\josga,0:00:01,N/D
RuntimeBroker.exe,9508,Console,4,14.496 KB,Unknown,DESKTOP-5I5ARKU\josga,0:00:00,N/D
asus_framework.exe,21624,Console,4,1.468 KB,Unknown,DESKTOP-5I5ARKU\josga,0:00:00,N/D
ArmouryCrate.UserSessionHelper.exe,20840,Console,4,51.284 KB,Running,DESKTOP-5I5ARKU\josga,0:00:07,MacroKey Hidden Wnd
conhost.exe,18420,Console,4,6.000 KB,Unknown,DESKTOP-5I5ARKU\josga,0:00:00,N/D
